Question,Answer,Card Type,Source File
Economists argue that society implicitly places a dollar value on environmental cleanup even under command-and-control policies. Why is this true?,"Because command-and-control policies involve costs (e.g., for equipment, lost production) that society chooses to incur, implying a value placed on the environmental benefit.",qa,examples/Microeconomics.pdf
What are the defining characteristics of public goods and common resources?,They are goods for which market forces that normally allocate resources are absent because people do not pay a fee to enjoy their benefits.,qa,examples/Microeconomics.pdf
"For goods that are available free of charge, the market forces that normally allocate resources in our economy are {{c1::absent}}.",absent,cloze,examples/Microeconomics.pdf
Why do private markets fail to provide public goods?,"Because people can enjoy the benefits without paying, leading to under-provision or non-provision by private entities.",qa,examples/Microeconomics.pdf
"List two examples of public goods provided by nature, as mentioned in the text.","Rivers, mountains, beaches, lakes, oceans.",qa,examples/Microeconomics.pdf
"List two examples of public goods provided by the government, as mentioned in the text.","Playgrounds, parks, parades.",qa,examples/Microeconomics.pdf
Why is cost-benefit analysis for public goods both necessary and difficult?,"Necessary because market prices are absent, difficult because it's hard to assign monetary values to benefits and costs for non-market goods.",qa,examples/Microeconomics.pdf
People tend to use common resources {{c1::too much}}.,too much,cloze,examples/Microeconomics.pdf
"According to the text, when can governments sometimes improve market outcomes?","When a good does not have a price attached to it, leading to market failure.",qa,examples/Microeconomics.pdf
Market failure can occur when a good does not have a {{c1::price attached to it}}.,price attached to it,cloze,examples/Microeconomics.pdf
What are the two characteristics used to group goods in the economy?,Excludability and Rivalry.,qa,examples/Microeconomics.pdf
Define excludability.,The property of a good whereby a person can be prevented from using it.,qa,examples/Microeconomics.pdf
The property of a good whereby a person can be prevented from using it is called {{c1::excludability}}.,excludability,cloze,examples/Microeconomics.pdf
Define rivalry.,The property of a good whereby one person’s use diminishes another person’s enjoyment of it.,qa,examples/Microeconomics.pdf
The property of a good whereby one person’s use diminishes other people’s use is called {{c1::rivalry}}.,rivalry,cloze,examples/Microeconomics.pdf
What are the four categories of goods based on excludability and rivalry?,"Private goods, Public goods, Common resources, and Natural monopolies.",qa,examples/Microeconomics.pdf
Goods that are both excludable and rival are called {{c1::private goods}}.,private goods,cloze,examples/Microeconomics.pdf
Give an example of a private good.,"Ice-cream cones, clothing, or congested toll roads.",qa,examples/Microeconomics.pdf
An ice-cream cone is considered a private good because it is both {{c1::excludable}} and {{c2::rival}}.,excludable; rival,cloze,examples/Microeconomics.pdf
Goods that are neither excludable nor rival are called {{c1::public goods}}.,public goods,cloze,examples/Microeconomics.pdf
Define public goods.,"Goods that are neither excludable nor rival; people cannot be prevented from using them, and one person’s enjoyment does not reduce another person’s enjoyment of it.",qa,examples/Microeconomics.pdf
Give an example of a public good.,"National defense, knowledge, or uncongested nontoll roads.",qa,examples/Microeconomics.pdf
National defense is an example of a public good because it is neither {{c1::excludable}} nor {{c2::rival}}.,excludable; rival,cloze,examples/Microeconomics.pdf
Goods that are rival but not excludable are called {{c1::common resources}}.,common resources,cloze,examples/Microeconomics.pdf
Define common resources.,"Goods that are rival but not excludable; one person’s use diminishes other people’s use, but it is difficult to prevent people from using them.",qa,examples/Microeconomics.pdf
Give an example of a common resource.,"Fish in the ocean, the environment, or congested nontoll roads.",qa,examples/Microeconomics.pdf
Fish in the ocean are a common resource because they are {{c1::rival}} but not {{c2::excludable}}.,rival; excludable,cloze,examples/Microeconomics.pdf
"When a good is excludable but not rival, it is an example of a {{c1::natural monopoly}}.",natural monopoly,cloze,examples/Microeconomics.pdf
Define a natural monopoly in terms of excludability and rivalry.,A good that is excludable but not rival.,qa,examples/Microeconomics.pdf
Give an example of a natural monopoly.,"Fire protection in a small town, cable TV, or uncongested toll roads.",qa,examples/Microeconomics.pdf
Fire protection in a small town is an example of a natural monopoly because it is {{c1::excludable}} but not {{c2::rival}}.,excludable; rival,cloze,examples/Microeconomics.pdf
"For both public goods and common resources, why do externalities arise?",Because something of value has no price attached to it.,qa,examples/Microeconomics.pdf
What problem prevents the private market from supplying public goods?,The free-rider problem.,qa,examples/Microeconomics.pdf
A {{c1::free rider}} is a person who receives the benefit of a good but avoids paying for it.,free rider,cloze,examples/Microeconomics.pdf
What characteristic of public goods leads to the free-rider problem?,Public goods are not excludable.,qa,examples/Microeconomics.pdf
Explain how the free-rider problem leads to market failure for public goods.,"Because public goods are not excludable, people can enjoy the benefits without paying, leading private firms to ignore these external benefits and under-provide the good.",qa,examples/Microeconomics.pdf
"In the Smalltown fireworks example, what was the total benefit to the town's residents?","$5,000 (500 residents * $10 value each).",qa,examples/Microeconomics.pdf
"In the Smalltown fireworks example, what was the cost of the display?","$1,000.",qa,examples/Microeconomics.pdf
Why would a private entrepreneur like Ellen likely fail to provide the fireworks display in Smalltown?,"Because fireworks are not excludable, people would free ride by watching without paying, making it not privately profitable.",qa,examples/Microeconomics.pdf
How can the Smalltown government remedy the free-rider problem for the fireworks display?,"By sponsoring the celebration, raising everyone's taxes (e.g., $2 per person) to cover the cost, and providing the public good.",qa,examples/Microeconomics.pdf
The government can potentially remedy the free-rider problem by providing the public good and paying for it with {{c1::tax revenue}}.,tax revenue,cloze,examples/Microeconomics.pdf
What is a classic and expensive example of a public good provided by the government?,National defense.,qa,examples/Microeconomics.pdf
The creation of {{c1::knowledge}} is considered a public good.,knowledge,cloze,examples/Microeconomics.pdf
Why do profit-seeking firms tend to free ride on knowledge created by others?,"Because knowledge is a public good, and general knowledge is not excludable.",qa,examples/Microeconomics.pdf
"What is the difference between general knowledge and specific, technological knowledge regarding excludability?","General knowledge is not excludable, while specific, technological knowledge can be made excludable through patents.",qa,examples/Microeconomics.pdf
"The {{c1::patent system}} makes specific, technological knowledge excludable.",patent system,cloze,examples/Microeconomics.pdf
Name two government agencies mentioned that subsidize basic research to provide the public good of general knowledge.,National Institutes of Health (NIH) and National Science Foundation (NSF).,qa,examples/Microeconomics.pdf
Advocates of antipoverty programs claim that fighting poverty is a {{c1::public good}}.,public good,cloze,examples/Microeconomics.pdf
Why is fighting poverty considered a public good by its advocates?,"Because no single individual can eliminate poverty, and private charity suffers from the free-rider problem.",qa,examples/Microeconomics.pdf
"How can taxing the wealthy to raise the living standards of the poor make everyone better off, according to the text?","The poor enjoy a higher standard of living, and those paying taxes enjoy living in a society with less poverty.",qa,examples/Microeconomics.pdf
Lighthouses are typically considered a public good because their benefit is neither {{c1::excludable}} nor {{c2::rival}}.,excludable; rival,cloze,examples/Microeconomics.pdf
Why do private markets usually fail to provide lighthouses?,Because of the free-rider problem; ship captains can use the lighthouse to navigate without paying for the service.,qa,examples/Microeconomics.pdf
Can a good switch between being a public good and a private good? Give an example.,"Yes. A fireworks display in a town is a public good, but if performed at a private amusement park, it's more like a private good because visitors pay for admission.",qa,examples/Microeconomics.pdf
What type of good is an uncongested toll road?,Natural monopoly (excludable but not rival).,qa,examples/Microeconomics.pdf
What type of good is a congested toll road?,Private good (excludable and rival).,qa,examples/Microeconomics.pdf
What type of good is an uncongested nontoll road?,Public good (neither excludable nor rival).,qa,examples/Microeconomics.pdf
What type of good is a congested nontoll road?,Common resource (rival but not excludable).,qa,examples/Microeconomics.pdf
"When one person uses a common resource, such as fish in the ocean, other people are {{c1::worse off}}, and yet they are not compensated for this loss.",worse off,cloze,examples/Microeconomics.pdf
The problem of free riders arises because public goods are {{c1::not excludable}}.,not excludable,cloze,examples/Microeconomics.pdf
The government's role in providing public goods like national defense is generally accepted even by economists who advocate for {{c1::small government}}.,small government,cloze,examples/Microeconomics.pdf
Why is it difficult to determine the appropriate level of governmental support for basic research?,"Because the benefits are hard to measure, and members of Congress often lack expertise in science.",qa,examples/Microeconomics.pdf
What are the two main characteristics of a public good?,Public goods are non-excludable (people cannot be prevented from using them) and non-rival (one person's use does not diminish another's enjoyment).,qa,examples/Microeconomics.pdf
Public goods are characterized by being {{c1::non-excludable}} and {{c2::non-rival}}.,"non-excludable, non-rival",cloze,examples/Microeconomics.pdf
Why is a lighthouse typically considered a public good?,It is non-excludable (difficult to prevent ships from seeing the light) and non-rival (one ship's use doesn't diminish another's).,qa,examples/Microeconomics.pdf
"How can a lighthouse sometimes be closer to a private good, as seen in 19th-century England?","If its owner charges a nearby port owner for the service and can turn off the light if payment isn't made, making it excludable and primarily benefiting a single entity.",qa,examples/Microeconomics.pdf
"In 19th-century England, some lighthouses were privately owned and operated, charging the {{c1::port owner}} rather than ship captains.",port owner,cloze,examples/Microeconomics.pdf
What two factors determine if something is a public good?,The number of beneficiaries and whether these beneficiaries can be excluded from enjoying the good.,qa,examples/Microeconomics.pdf
What is the free-rider problem?,"It arises when a good's beneficiaries are numerous and cannot be excluded, leading individuals to consume the good without paying for it.",qa,examples/Microeconomics.pdf
A free-rider problem arises when the number of beneficiaries is {{c1::large}} and exclusion of any one of them is {{c2::impossible}}.,"large, impossible",cloze,examples/Microeconomics.pdf
Why does the free-rider problem induce the government to provide public goods?,"Because the private market on its own will not produce an efficient quantity due to the inability to charge beneficiaries, leading to underprovision.",qa,examples/Microeconomics.pdf
What is a cost-benefit analysis?,A study that compares the costs and benefits to society of providing a public good.,qa,examples/Microeconomics.pdf
A {{c1::cost-benefit analysis}} is a study that compares the costs and benefits to society of providing a public good.,cost-benefit analysis,cloze,examples/Microeconomics.pdf
What is the primary goal of a cost-benefit analysis for a public project?,To estimate the total costs and benefits of the project to society as a whole.,qa,examples/Microeconomics.pdf
Why does the government need to conduct cost-benefit analyses for public goods?,"Because the private market fails to provide an efficient quantity of public goods, the government must decide what kinds and quantities to provide.",qa,examples/Microeconomics.pdf
What is a major difficulty in judging the value of a public good like a new highway?,"Since it's available free of charge, there is no market price to judge its value.",qa,examples/Microeconomics.pdf
Why are questionnaires generally unreliable for valuing public goods?,"Quantifying benefits is difficult, and respondents have an incentive to exaggerate benefits (if they want the good) or costs (if they oppose it).",qa,examples/Microeconomics.pdf
"For public goods, buyers do not reveal their value by prices, and sellers do not reveal costs, making cost-benefit findings {{c1::rough approximations}}.",rough approximations,cloze,examples/Microeconomics.pdf
Why is the efficient provision of public goods intrinsically more difficult than private goods?,"Because cost-benefit analysts lack the price signals (willingness to pay, willingness to accept) that exist in private markets.",qa,examples/Microeconomics.pdf
"In the traffic light case study, what was the proposed cost of the project?","$10,000",qa,examples/Microeconomics.pdf
What was the estimated benefit of the traffic light in the case study?,A reduction in the risk of a fatal traffic accident over its lifetime from 1.6% to 1.1%.,qa,examples/Microeconomics.pdf
What is the main obstacle in comparing the costs and benefits of the traffic light project?,"Costs are in dollars, but the benefit (saving a life) is not directly monetary, requiring a dollar value to be placed on a human life.",qa,examples/Microeconomics.pdf
Why is concluding that a human life is 'priceless' problematic for cost-benefit analysis?,"It leads to nonsensical results, implying we should spend infinite amounts on safety measures, which contradicts real-world public and private decisions.",qa,examples/Microeconomics.pdf
What is one approach courts sometimes use to value a life in wrongful-death suits?,Looking at the total amount of money a person would have earned if they had lived.,qa,examples/Microeconomics.pdf
Why are economists critical of valuing a life based on lost earnings?,It implies that the life of a retired or disabled person has no value.,qa,examples/Microeconomics.pdf
What is a better way economists value human life for cost-benefit analysis?,"By looking at the risks people are voluntarily willing to take and how much they must be paid for taking them (e.g., comparing wages in risky vs. less risky jobs).",qa,examples/Microeconomics.pdf
Studies using the 'willingness to take risks for pay' approach conclude that the value of a human life is about {{c1::$10 million}}.,$10 million,cloze,examples/Microeconomics.pdf
"Based on the $10 million value of a life, what was the expected monetary benefit of the traffic light project that reduced fatality risk by 0.5%?","0.005 * $10 million = $50,000.",qa,examples/Microeconomics.pdf
"Should the town council approve the traffic light project (cost $10,000, benefit $50,000) based on the cost-benefit analysis?","Yes, because the estimated benefit ($50,000) well exceeds the cost ($10,000).",qa,examples/Microeconomics.pdf
"{{c1::Existence value}} is a factor added to cost-benefit analyses, representing the value people place on knowing a piece of wilderness might be regained, even if they never visit it.",Existence value,cloze,examples/Microeconomics.pdf
What was the specific example used in the text to illustrate existence value?,The proposal to breach four hydroelectric dams on the Snake River to restore endangered salmon runs.,qa,examples/Microeconomics.pdf
How did economists attempt to quantify the existence value for restoring salmon runs in the Snake River?,"By calculating how much Americans would be willing to pay (e.g., a few extra dollars a month on electricity bills).",qa,examples/Microeconomics.pdf
What is a major criticism of measuring existence value through surveys?,"Critics argue that asking people what they would be willing to pay often leads to upwardly biased results, as it's not 'real money' they are committing.",qa,examples/Microeconomics.pdf
What are the two key characteristics of common resources?,They are not excludable (available free of charge) and rival (one person's use reduces others' enjoyment).,qa,examples/Microeconomics.pdf
Common resources are not excludable but are {{c1::rival}}.,rival,cloze,examples/Microeconomics.pdf
The {{c1::Tragedy of the Commons}} is a parable that illustrates why common resources get used more than is desirable from the standpoint of society as a whole.,Tragedy of the Commons,cloze,examples/Microeconomics.pdf
Describe the setting of the Tragedy of the Commons parable.,A small medieval town where families graze their sheep on collectively owned land called the Town Common.,qa,examples/Microeconomics.pdf
What happens to the Town Common as the town's population and sheep numbers grow in the parable?,"The land is grazed so heavily that it becomes barren, making raising sheep impossible and destroying the town's wool industry.",qa,examples/Microeconomics.pdf
Why does the Tragedy of the Commons occur?,"Because social and private incentives differ; no single family has an incentive to reduce its flock, and people neglect the negative externality their grazing has on others.",qa,examples/Microeconomics.pdf
The Tragedy of the Commons arises because of a {{c1::negative externality}}.,negative externality,cloze,examples/Microeconomics.pdf
What is the negative externality in the Tragedy of the Commons?,"When one family's flock grazes on common land, it reduces the quality of land available for other families.",qa,examples/Microeconomics.pdf
What is the general lesson of the Tragedy of the Commons?,"When one person uses a common resource, he diminishes other people's enjoyment of it, leading to excessive use due to a negative externality.",qa,examples/Microeconomics.pdf
What are some ways a town could have solved the problem of overgrazing in the Tragedy of the Commons?,"Regulating the number of sheep, taxing sheep (to internalize the externality), or auctioning off grazing permits.",qa,examples/Microeconomics.pdf
What simpler solution for land-based common resources occurred during the enclosure movement in England?,"Dividing up the land among families, enclosing it, and making it a private good.",qa,examples/Microeconomics.pdf
The enclosure movement in England in the {{c1::seventeenth}} century transformed common land into private goods.,seventeenth,cloze,examples/Microeconomics.pdf
What is the fundamental problem associated with common resources?,"Private decision-makers tend to use common resources too much, leading to overuse and depletion.",qa,examples/Microeconomics.pdf
The problem where private decision-makers use common resources too much is often referred to as the {{c1::Tragedy of the Commons}}.,Tragedy of the Commons,cloze,examples/Microeconomics.pdf
"According to Aristotle, what is the problem with common resources?","What is common to many is taken least care of, because people have greater regard for what is their own than for what they possess in common.",qa,examples/Microeconomics.pdf
"The ancient Greek philosopher {{c1::Aristotle}} pointed out the problem with common resources, stating, 'What is common to many is taken least care of.'",Aristotle,cloze,examples/Microeconomics.pdf
Name two general ways the government can solve the problem of common resource overuse.,"By reducing use through regulation or taxes, or by turning the common resource into a private good.",qa,examples/Microeconomics.pdf
Pollution is considered a negative {{c1::externality}}.,externality,cloze,examples/Microeconomics.pdf
"How can pollution, viewed as a common-resource problem, be remedied?",With regulations or with Pigovian taxes on polluting activities.,qa,examples/Microeconomics.pdf
Clean air and clean water are examples of {{c1::common resources}}.,common resources,cloze,examples/Microeconomics.pdf
Environmental degradation is described as a modern example of the {{c1::Tragedy of the Commons}}.,Tragedy of the Commons,cloze,examples/Microeconomics.pdf
"In the context of an underground oil pool shared by many owners, why is the number of wells drilled likely to be inefficiently large?","Each owner who drills a well imposes a negative externality on others, making drilling privately profitable even if socially undesirable.",qa,examples/Microeconomics.pdf
"For an oil pool with many owners, drilling a well can be privately profitable even when it is {{c1::socially undesirable}}.",socially undesirable,cloze,examples/Microeconomics.pdf
"What private solution might be possible for an oil pool common-resource problem, according to Chapter 10?","The Coase theorem suggests owners could reach an agreement to extract oil and divide profits, acting as a single business.",qa,examples/Microeconomics.pdf
The {{c1::Coase theorem}} suggests a private solution might be possible for common-resource problems like shared oil pools.,Coase theorem,cloze,examples/Microeconomics.pdf
When is a private solution for an oil pool common-resource problem more difficult?,When there are many owners.,qa,examples/Microeconomics.pdf
How can government regulation help solve the common-resource problem of an oil pool with many owners?,It can ensure that the oil is extracted efficiently.,qa,examples/Microeconomics.pdf
When is a road considered a public good?,"If it is not congested, because one person's use does not affect anyone else, meaning use is not rival.",qa,examples/Microeconomics.pdf
When is a road considered a common resource?,"If it is congested, because one person's use creates a negative externality by making it more crowded and slowing others down.",qa,examples/Microeconomics.pdf
A congested road is an example of a {{c1::common resource}}.,common resource,cloze,examples/Microeconomics.pdf
A road that is not congested is an example of a {{c1::public good}}.,public good,cloze,examples/Microeconomics.pdf
What is one way for the government to address the problem of road congestion?,To charge drivers a toll.,qa,examples/Microeconomics.pdf
A toll on a congested road is essentially a {{c1::Pigovian tax}} on the externality of congestion.,Pigovian tax,cloze,examples/Microeconomics.pdf
Why are tolls not always a practical solution for local road congestion?,The cost of collecting them can be too high.,qa,examples/Microeconomics.pdf
"What is an efficient way to deal with congestion externalities that occur only at certain times of day, such as rush hour?",Charge higher tolls during rush hour.,qa,examples/Microeconomics.pdf
Charging higher tolls during rush hour provides an incentive for drivers to {{c1::alter their schedules}}.,alter their schedules,cloze,examples/Microeconomics.pdf
How does a tax on gasoline help reduce road congestion?,"Gasoline is a complementary good to driving, so an increase in its price reduces the quantity of driving demanded.",qa,examples/Microeconomics.pdf
A gasoline tax is an {{c1::imperfect}} solution to road congestion because it also discourages driving on noncongested roads.,imperfect,cloze,examples/Microeconomics.pdf
"According to Lester Thurow, what is a simple observational truth about solving city congestion and pollution problems?",No city has ever been able to solve its congestion and pollution problems by building more roads.,qa,examples/Microeconomics.pdf
Economists have always had a theoretical answer for auto congestion and pollution problems: {{c1::road pricing}}.,road pricing,cloze,examples/Microeconomics.pdf
Which city is highlighted as a successful example of using road pricing to solve congestion and pollution problems?,Singapore,qa,examples/Microeconomics.pdf
"Singapore's road pricing system involves toll booths around the central core, with prices based on what three factors?","Roads being used, time of day, and that day's pollution problem.",qa,examples/Microeconomics.pdf
"In Singapore, prices for road usage are raised and lowered to get {{c1::optimal usage}}.",optimal usage,cloze,examples/Microeconomics.pdf
"Besides road tolls, what other policy does Singapore use to manage the number of cars?","It auctions off the rights to license new cars each month, based on the maximum number of cars supportable without pollution.",qa,examples/Microeconomics.pdf
What are two benefits of Singapore's road pricing system mentioned in the text?,"It avoids wasting resources on infrastructure projects that won't cure congestion, and the revenue collected is used to lower other taxes.",qa,examples/Microeconomics.pdf
What were two reasons London rejected road pricing in its report on auto congestion?,They feared it would be seen as too much government interference and that the public would not tolerate a system allowing the rich to drive more than the poor.,qa,examples/Microeconomics.pdf
"Lester Thurow argued that new technologies like bar codes and debit cards could address concerns about road pricing, including the perception that it would allow the {{c1::rich to drive more than the poor}}.",rich to drive more than the poor,cloze,examples/Microeconomics.pdf
"How can a road pricing system using debit cards be designed to be egalitarian, according to Thurow?","Each auto can be given a specified debit card balance annually, allowing those who drive less to sell their unused balances to those who want to drive more.",qa,examples/Microeconomics.pdf
An egalitarian road pricing system can result in an income redistribution from the {{c1::rich to the poor}} because poor people tend to drive less.,rich to the poor,cloze,examples/Microeconomics.pdf
"Why are many species of animals, like fish and whales, considered common resources?","They have commercial value, and anyone can catch them, but each person has little incentive to maintain the species for the future.",qa,examples/Microeconomics.pdf
"Excessive fishing and whaling can destroy commercially valuable marine populations, similar to the {{c1::Tragedy of the Commons}}.",Tragedy of the Commons,cloze,examples/Microeconomics.pdf
The ocean is described as one of the least regulated {{c1::common resources}}.,common resources,cloze,examples/Microeconomics.pdf
What are two problems that prevent an easy solution to the overuse of ocean resources?,"Many countries have access, requiring international cooperation among countries with different values, and the vastness of the oceans makes enforcement difficult.",qa,examples/Microeconomics.pdf
Name three types of laws the U.S. government uses to protect fish and other wildlife.,"Charging for fishing/hunting licenses, restricting lengths of seasons, and limiting the number/size of animals that can be killed/caught (e.g., throwing back small fish).",qa,examples/Microeconomics.pdf
"National parks can be considered {{c1::public goods}} if not congested, but {{c1::common resources}} if they are congested.",public goods::common resources,cloze,examples/Microeconomics.pdf
"What is the problem facing many national parks, according to the 'Should Yellowstone Charge as Much as Disney World?' article?","They are overcrowded, deteriorating, and broke due to being underpriced.",qa,examples/Microeconomics.pdf
"In 1916, the admission price to Yellowstone for a family of five was $7.50. What would that price be in 1995, adjusted for inflation?",$120 a day.,qa,examples/Microeconomics.pdf
The 1995 inflation-adjusted price for Yellowstone was comparable to the cost of a day at {{c1::Disney World}}.,Disney World,cloze,examples/Microeconomics.pdf
What is the economist's proposed solution to the overcrowding and deterioration in national parks?,Raise the entrance fees.,qa,examples/Microeconomics.pdf
"According to Allen R. Sanderson, what is the most inefficient way to allocate scarce resources like national parks?","Rationing by congestion ('when it gets too crowded, no more visitors are allowed').",qa,examples/Microeconomics.pdf
"An increase in daily user fees to national parks, such as $20 per person, would either reduce the number of visitors or substantially {{c1::raise fee revenues}}.",raise fee revenues,cloze,examples/Microeconomics.pdf
What are two potential benefits of increased revenue from higher national park entrance fees?,More possibilities for outdoor recreation through expansion of the National Park Service and encouraging private entrepreneurs to operate their own parks.,qa,examples/Microeconomics.pdf
Why is the commercial value of ivory a threat to elephants but beef a guardian of cows?,"Elephants are a common resource, while cows are a private good. Poachers have an incentive to kill elephants without owning them, whereas ranchers own cows and have an incentive to maintain their population.",qa,examples/Microeconomics.pdf
"Elephants are an example of a {{c1::common resource}}, while cows are an example of a {{c2::private good}}.",common resource; private good,cloze,examples/Microeconomics.pdf
"What is the primary reason elephants face extinction due to commercial value, while cows do not?","Elephants are a common resource without owners, leading to overexploitation. Cows are private goods, giving owners an incentive to preserve them.",qa,examples/Microeconomics.pdf
"How did some African countries, like Kenya, initially try to solve the elephant poaching problem?",By making it illegal to kill elephants and sell ivory.,qa,examples/Microeconomics.pdf
What was the outcome of making elephant hunting and ivory sales illegal in countries like Kenya?,"These laws were hard to enforce, and elephant populations continued to dwindle.",qa,examples/Microeconomics.pdf
What alternative approach did countries like Botswana take to protect elephants?,They made elephants a private good by allowing people to kill elephants only on their own property.,qa,examples/Microeconomics.pdf
What was the result of making elephants a private good in countries like Botswana?,"Landowners gained an incentive to preserve the species on their land, and elephant populations began to rise.",qa,examples/Microeconomics.pdf
"By {{c1::1900}}, the buffalo population in North America fell to about {{c2::400}} due to popular hunting.",1900; 400,cloze,examples/Microeconomics.pdf
"What is the common theme among market failures discussed, such as clean air and national defense?",The market fails to allocate resources efficiently because property rights are not well established.,qa,examples/Microeconomics.pdf
"What does it mean for property rights to be ""not well established"" in the context of market failure?",Some item of value does not have an owner with the legal authority to control it.,qa,examples/Microeconomics.pdf
Give an example of a market failure caused by the absence of property rights related to pollution.,A factory pollutes too much because no one charges the factory for the pollution it emits.,qa,examples/Microeconomics.pdf
Give an example of a market failure caused by the absence of property rights related to national defense.,The market does not provide for national defense because no one can charge those who are defended for the benefit they receive.,qa,examples/Microeconomics.pdf
"When the absence of property rights causes a market failure, what are three general ways the government can potentially solve the problem?","1) Help define property rights, 2) Regulate private behavior, 3) Supply a good the market fails to supply.",qa,examples/Microeconomics.pdf
"When the absence of property rights causes a market failure, the government can sometimes solve the problem by helping to define {{c1::property rights}}.",property rights,cloze,examples/Microeconomics.pdf
"The government can solve market failures by regulating {{c1::private behavior}}, such as restricting hunting seasons.",private behavior,cloze,examples/Microeconomics.pdf
"The government can solve market failures by supplying a good that the market fails to supply, such as {{c1::national defense}}.",national defense,cloze,examples/Microeconomics.pdf
What two characteristics differentiate goods in economics?,Excludability and rivalry.,qa,examples/Microeconomics.pdf
"Define ""excludability"" in the context of goods.",A good is excludable if it is possible to prevent someone from using it.,qa,examples/Microeconomics.pdf
"Define ""rivalry"" in the context of goods.",A good is rival if one person’s enjoyment of the good prevents other people from enjoying the same unit of the good.,qa,examples/Microeconomics.pdf
A good is {{c1::excludable}} if it is possible to prevent someone from using it.,excludable,cloze,examples/Microeconomics.pdf
A good is {{c1::rival}} if one person’s enjoyment of the good prevents other people from enjoying the same unit of the good.,rival,cloze,examples/Microeconomics.pdf
"What are ""private goods""?",Goods that are both excludable and rival.,qa,examples/Microeconomics.pdf
For which type of good do markets work best?,Private goods.,qa,examples/Microeconomics.pdf
"Markets work best for {{c1::private goods}}, which are both excludable and rival.",private goods,cloze,examples/Microeconomics.pdf
"What are ""public goods""?",Goods that are neither rival nor excludable.,qa,examples/Microeconomics.pdf
Give three examples of public goods.,"Fireworks displays, national defense, and the creation of fundamental knowledge.",qa,examples/Microeconomics.pdf
Public goods are neither {{c1::rival}} nor {{c2::excludable}}.,rival; excludable,cloze,examples/Microeconomics.pdf
"What is the ""free rider"" problem associated with public goods?","Because people are not charged for their use of a public good, they have an incentive to free ride when the good is provided privately.",qa,examples/Microeconomics.pdf
How do governments typically address the free rider problem for public goods?,"Governments provide public goods, making decisions about quantity based on cost-benefit analysis.",qa,examples/Microeconomics.pdf
The problem where people have an incentive to enjoy a public good without paying for it is called the {{c1::free rider}} problem.,free rider,cloze,examples/Microeconomics.pdf
"What are ""common resources""?",Goods that are rival but not excludable.,qa,examples/Microeconomics.pdf
Give three examples of common resources.,"Common grazing land, clean air, and congested roads.",qa,examples/Microeconomics.pdf
Common resources are {{c1::rival}} but not {{c2::excludable}}.,rival; excludable,cloze,examples/Microeconomics.pdf
What is the main problem associated with common resources?,"Because people are not charged for their use, they tend to use them excessively, leading to the Tragedy of the Commons.",qa,examples/Microeconomics.pdf
How do governments typically address the problem of common resources?,Governments try to limit the use of common resources.,qa,examples/Microeconomics.pdf
The tendency for common resources to be used excessively is known as the {{c1::Tragedy of the Commons}}.,Tragedy of the Commons,cloze,examples/Microeconomics.pdf
Are the externalities associated with public goods generally positive or negative?,Generally positive.,qa,examples/Microeconomics.pdf
"For public goods, is the free-market quantity generally greater or less than the efficient quantity?",Less than the efficient quantity.,qa,examples/Microeconomics.pdf
Are the externalities associated with common resources generally positive or negative?,Generally negative.,qa,examples/Microeconomics.pdf
"For common resources, is the free-market use generally greater or less than the efficient use?",Greater than the efficient use.,qa,examples/Microeconomics.pdf
"What is ""cost-benefit analysis"" in the context of public goods?",A study that compares the costs and benefits to society of providing a public good.,qa,examples/Microeconomics.pdf
Why is cost-benefit analysis important for public goods?,"It helps governments decide the quantity of public goods to provide, as market prices are not available.",qa,examples/Microeconomics.pdf
Why is cost-benefit analysis often hard for public goods?,"Because there are no market prices for public goods, estimating their value to society is difficult.",qa,examples/Microeconomics.pdf
Why is there usually litter along highways but rarely in people's yards?,"Highways are common resources where property rights are not clearly defined for littering, leading to a lack of incentive to clean. Yards are private property, giving owners a strong incentive to keep them clean.",qa,examples/Microeconomics.pdf
"Why might the Washington, D.C., metro system charge higher fares during rush hours?","To limit the use of a common resource (congested metro capacity) during peak demand, reducing excessive use.",qa,examples/Microeconomics.pdf
Why do private firms typically not undertake the efficient amount of basic scientific research?,"Basic scientific research is a public good (non-rival, non-excludable), leading to a free-rider problem where firms cannot fully capture the benefits.",qa,examples/Microeconomics.pdf
What policy has the U.S. adopted in response to the problem of under-provision of basic scientific research by private firms?,Government funding and support for basic research.,qa,examples/Microeconomics.pdf
"In the context of fisheries, why is ""overfishing"" rational for individual fishermen?","Fisheries are a common resource; each fisherman has an incentive to catch as many fish as possible before others do, with little incentive to preserve the overall stock.",qa,examples/Microeconomics.pdf
How can extending national jurisdiction over fisheries from 12 to 200 miles offshore reduce overfishing?,"By establishing clearer property rights (national control) over a larger area, it allows for better regulation and management of the common resource.",qa,examples/Microeconomics.pdf
"Why do policies that aid suffering fishermen by encouraging increased fishing lead to a ""vicious cycle of overfishing""?","Such policies incentivize more fishing effort, further depleting the common resource and exacerbating the problem they aim to solve.",qa,examples/Microeconomics.pdf
"What is a key condition for fishermen to manage a fishery in a ""far-sighted way,"" similar to how farmers manage land?","They must believe they are assured a long-term and exclusive right to the fishery (i.e., clear property rights).",qa,examples/Microeconomics.pdf
"Ben Franklin famously observed that ""in this world nothing is certain, but {{c1::death and taxes}}.""",death and taxes,cloze,examples/Microeconomics.pdf
